filename,category,TRIG_SIG,class
TGF_bn170728844,train,5.7,TGF
GRB_bn190331093,train,8.2,GRB
TGF_bn151210778,train,5.0,TGF
GRB_bn090725838,train,5.1,GRB
SFLARE_bn141020949,train,5.5,SFLARE
GRB_bn101119685,train,5.1,GRB
TGF_bn100216663,train,5.7,TGF
TGF_bn160319339,other,0.0,TGF
SGR_bn210519807,train,6.4,SGR
GRB_bn091026550,other,0.0,GRB
TGF_bn200916824,train,8.0,TGF
SFLARE_bn210922842,test,5.9,SFLARE
GRB_bn160919613,other,0.0,GRB
TGF_bn111119856,train,6.2,TGF
TGF_bn221001560,train,4.7,TGF
SFLARE_bn141208026,train,4.7,SFLARE
SGR_bn221012709,test,10.5,SGR
SFLARE_bn110307858,train,4.9,SFLARE
TGF_bn170507854,train,6.1,TGF
GRB_bn091115177,other,0.0,GRB
TGF_bn110807091,train,6.0,TGF
GRB_bn220520876,other,0.0,GRB
TGF_bn230605796,train,8.2,TGF
TGF_bn140811380,train,6.1,TGF
GRB_bn120114433,train,5.0,GRB
GRB_bn130717734,other,0.0,GRB
GRB_bn190109217,train,5.3,GRB
SGR_bn220115296,train,8.8,SGR
GRB_bn121127914,train,8.0,GRB
TGF_bn230604742,train,6.7,TGF
SFLARE_bn240205264,test,6.8,SFLARE
TGF_bn190208940,train,8.7,TGF
TGF_bn130202274,train,8.7,TGF
SGR_bn210930063,train,11.5,SGR
GRB_bn210502295,train,5.5,GRB
TGF_bn220203820,train,5.4,TGF
GRB_bn140330180,other,0.0,GRB
TGF_bn100226338,other,0.0,TGF
TGF_bn101128617,train,5.5,TGF
GRB_bn141016897,train,4.5,GRB
GRB_bn200922718,other,0.0,GRB
SFLARE_bn151016375,train,5.7,SFLARE
GRB_bn210912522,train,5.3,GRB
SFLARE_bn120306379,train,5.8,SFLARE
SGR_bn221218046,test,6.0,SGR
TGF_bn171008836,train,26.0,TGF
SGR_bn221110377,train,9.6,SGR
TGF_bn230110824,train,22.6,TGF
SFLARE_bn240124025,train,5.8,SFLARE
SFLARE_bn240210033,train,5.6,SFLARE
SFLARE_bn130425353,other,0.0,SFLARE
TGF_bn171231254,train,9.9,TGF
TGF_bn231204648,train,6.8,TGF
TGF_bn190913935,train,8.4,TGF
SFLARE_bn141017814,train,6.0,SFLARE
GRB_bn111220486,train,4.6,GRB
SFLARE_bn131018453,train,5.5,SFLARE
GRB_bn100311518,train,4.6,GRB
SFLARE_bn170405056,train,6.3,SFLARE
GRB_bn200228291,train,5.1,GRB
GRB_bn230306673,other,0.0,GRB
GRB_bn210727410,train,5.3,GRB
SFLARE_bn141217041,train,5.8,SFLARE
SGR_bn160518625,train,16.1,SGR
GRB_bn150106921,train,4.9,GRB
SFLARE_bn221227729,train,5.7,SFLARE
SFLARE_bn240328774,test,5.5,SFLARE
SGR_bn210913203,train,7.1,SGR
TGF_bn100515316,test,19.2,TGF
TGF_bn100920577,train,5.2,TGF
TGF_bn210324485,train,6.4,TGF
TGF_bn120830762,train,9.3,TGF
SFLARE_bn141029890,train,5.7,SFLARE
GRB_bn091207333,other,0.0,GRB
GRB_bn180910352,other,0.0,GRB
GRB_bn160827586,other,0.0,GRB
GRB_bn120618128,train,4.6,GRB
GRB_bn140118064,other,0.0,GRB
GRB_bn221022815,train,4.5,GRB
SGR_bn220103097,train,8.7,SGR
SGR_bn230317495,train,8.6,SGR
TGF_bn130228676,train,5.2,TGF
GRB_bn150215026,other,0.0,GRB
TGF_bn150531687,train,5.1,TGF
SGR_bn221014163,train,5.7,SGR
SFLARE_bn110307611,other,0.0,SFLARE
TGF_bn231029583,train,4.8,TGF
SFLARE_bn150507764,test,5.6,SFLARE
SFLARE_bn230125207,other,0.0,SFLARE
GRB_bn161005977,train,5.0,GRB
TGF_bn161017935,train,11.1,TGF
TGF_bn210918063,train,6.5,TGF
GRB_bn221110619,other,0.0,GRB
GRB_bn131123543,train,5.4,GRB
SGR_bn090409351,train,13.2,SGR
GRB_bn131217506,train,4.9,GRB
GRB_bn170113420,test,5.3,GRB
SFLARE_bn150929553,train,5.9,SFLARE
TGF_bn220105805,train,5.1,TGF
SFLARE_bn120705596,train,6.1,SFLARE
SGR_bn201213162,train,10.0,SGR
SGR_bn220110123,train,18.3,SGR
SFLARE_bn110210289,test,5.7,SFLARE
TGF_bn130626975,test,6.2,TGF
SFLARE_bn141115258,train,5.8,SFLARE
GRB_bn090131090,other,0.0,GRB
GRB_bn130720582,train,5.0,GRB
GRB_bn141005217,train,5.0,GRB
SFLARE_bn150312827,train,8.3,SFLARE
SGR_bn191104185,train,18.0,SGR
SFLARE_bn240224613,train,5.6,SFLARE
SGR_bn210707023,train,28.0,SGR
SFLARE_bn240209544,other,0.0,SFLARE
GRB_bn100825287,other,0.0,GRB
GRB_bn111112908,other,0.0,GRB
TGF_bn211111667,train,4.6,TGF
TGF_bn120122331,test,8.1,TGF
SFLARE_bn140415559,train,6.0,SFLARE
SFLARE_bn240318143,train,5.6,SFLARE
GRB_bn150127935,other,0.0,GRB
SGR_bn180205847,train,8.1,SGR
GRB_bn150220598,train,5.0,GRB
SGR_bn160630418,test,10.3,SGR
TGF_bn130124463,train,9.3,TGF
TGF_bn190826301,train,4.7,TGF
TGF_bn100912943,train,5.8,TGF
GRB_bn110717319,train,5.0,GRB
GRB_bn120524134,test,6.6,GRB
TGF_bn100927599,train,6.6,TGF
GRB_bn141215560,train,4.5,GRB
GRB_bn090926914,other,0.0,GRB
GRB_bn121210081,train,4.7,GRB
GRB_bn140115863,train,4.9,GRB
GRB_bn220711675,other,0.0,GRB
GRB_bn120716712,other,0.0,GRB
GRB_bn081118876,other,0.0,GRB
SFLARE_bn221202388,train,6.2,SFLARE
GRB_bn120304248,test,8.0,GRB
SGR_bn160514349,test,8.7,SGR
SGR_bn220111325,test,38.5,SGR
SFLARE_bn130118196,other,0.0,SFLARE
GRB_bn130722990,train,6.0,GRB
GRB_bn110819665,train,6.5,GRB
GRB_bn230803977,other,0.0,GRB
TGF_bn131102535,train,6.8,TGF
TGF_bn230425046,other,0.0,TGF
GRB_bn230430368,other,0.0,GRB
SGR_bn090605862,train,11.1,SGR
SGR_bn221021720,train,6.1,SGR
SFLARE_bn150114363,test,5.3,SFLARE
TGF_bn180709140,train,5.4,TGF
SFLARE_bn210523461,train,6.4,SFLARE
SGR_bn191105258,train,13.3,SGR
GRB_bn110517453,train,5.7,GRB
TGF_bn190613961,train,5.4,TGF
SFLARE_bn101112336,train,6.5,SFLARE
SFLARE_bn121112430,train,5.0,SFLARE
GRB_bn171223818,other,0.0,GRB
GRB_bn220415645,train,5.0,GRB
SFLARE_bn130203256,other,0.0,SFLARE
SFLARE_bn160213868,train,4.6,SFLARE
SFLARE_bn220920689,other,0.0,SFLARE
SFLARE_bn120118798,train,5.9,SFLARE
TGF_bn230731675,train,4.9,TGF
GRB_bn220915400,other,0.0,GRB
SGR_bn221020008,test,25.3,SGR
TGF_bn120827282,train,5.2,TGF
TGF_bn121008333,train,5.3,TGF
TGF_bn230807586,train,5.4,TGF
GRB_bn101216721,other,0.0,GRB
GRB_bn120908873,other,0.0,GRB
GRB_bn220727192,train,5.0,GRB
SFLARE_bn230714393,other,0.0,SFLARE
SGR_bn160618852,train,10.2,SGR
TGF_bn131102562,train,6.8,TGF
TGF_bn140325760,other,0.0,TGF
GRB_bn230815451,other,0.0,GRB
GRB_bn190312446,train,4.8,GRB
SGR_bn160520905,test,15.6,SGR
SGR_bn200203137,test,7.7,SGR
SGR_bn230223997,train,12.3,SGR
TGF_bn121125826,train,6.8,TGF
TGF_bn140104715,other,0.0,TGF
TGF_bn150727490,train,12.1,TGF
GRB_bn120921877,train,5.5,GRB
TGF_bn101219539,train,6.9,TGF
SGR_bn220115002,test,16.0,SGR
TGF_bn141211422,other,0.0,TGF
SFLARE_bn230704167,train,6.3,SFLARE
TGF_bn131210172,test,5.5,TGF
GRB_bn101013412,train,4.6,GRB
SGR_bn090122551,test,6.5,SGR
SGR_bn191104448,test,7.4,SGR
TGF_bn201119634,train,8.0,TGF
SFLARE_bn111220945,train,5.9,SFLARE
GRB_bn210801581,train,4.7,GRB
SFLARE_bn120708239,other,0.0,SFLARE
SFLARE_bn130607046,test,5.7,SFLARE
GRB_bn090706283,other,0.0,GRB
SFLARE_bn221207794,train,6.0,SFLARE
GRB_bn230904853,train,5.9,GRB
TGF_bn100726397,train,5.0,TGF
SFLARE_bn130703908,train,6.0,SFLARE
SFLARE_bn240209747,train,6.0,SFLARE
TGF_bn111106412,train,6.1,TGF
SFLARE_bn230319094,train,5.8,SFLARE
SGR_bn210715280,test,9.1,SGR
TGF_bn130930128,train,6.2,TGF
TGF_bn180413498,train,6.7,TGF
SFLARE_bn110925200,train,4.6,SFLARE
TGF_bn130728641,train,8.1,TGF
GRB_bn220715691,train,6.3,GRB
SFLARE_bn221111775,train,6.4,SFLARE
GRB_bn090320418,other,0.0,GRB
SFLARE_bn111010607,train,5.8,SFLARE
SGR_bn210207025,train,15.9,SGR
TGF_bn141215011,other,0.0,TGF
SFLARE_bn230405716,test,5.8,SFLARE
SFLARE_bn141022068,train,5.6,SFLARE
SGR_bn220112188,train,7.3,SGR
TGF_bn170213352,train,5.0,TGF
SFLARE_bn240203545,train,6.0,SFLARE
GRB_bn100922625,other,0.0,GRB
TGF_bn220706006,train,8.1,TGF
SFLARE_bn150513405,train,5.7,SFLARE
TGF_bn200915261,other,0.0,TGF
GRB_bn130515056,other,0.0,GRB
GRB_bn170209048,other,0.0,GRB
GRB_bn230217912,train,8.2,GRB
SFLARE_bn111227502,train,5.9,SFLARE
SFLARE_bn141029951,test,4.6,SFLARE
SFLARE_bn120507463,test,6.7,SFLARE
SFLARE_bn211012666,test,4.6,SFLARE
GRB_bn111231622,other,0.0,GRB
TGF_bn101002507,train,6.3,TGF
TGF_bn130323347,train,7.8,TGF
TGF_bn160502599,train,7.3,TGF
GRB_bn111221739,train,5.4,GRB
SFLARE_bn120313723,train,4.7,SFLARE
SFLARE_bn170716456,test,8.2,SFLARE
TGF_bn210627854,test,4.6,TGF
GRB_bn190110726,train,4.6,GRB
GRB_bn200306934,other,0.0,GRB
TGF_bn170826843,train,6.4,TGF
SGR_bn221013646,train,11.5,SGR
SFLARE_bn120309082,other,0.0,SFLARE
TGF_bn170923773,train,5.0,TGF
GRB_bn100126460,train,4.6,GRB
TGF_bn230110892,train,6.7,TGF
GRB_bn210306162,train,7.7,GRB
GRB_bn131030791,other,0.0,GRB
SFLARE_bn100208133,train,5.5,SFLARE
GRB_bn211120548,other,0.0,GRB
GRB_bn220430900,train,5.2,GRB
GRB_bn120304061,train,5.9,GRB
GRB_bn130215649,train,4.9,GRB
SGR_bn211001003,train,10.4,SGR
SGR_bn221002482,train,11.8,SGR
TGF_bn220917378,train,5.1,TGF
TGF_bn191122561,train,5.1,TGF
GRB_bn130702951,train,4.7,GRB
GRB_bn100424729,train,5.1,GRB
GRB_bn140329272,train,10.7,GRB
TGF_bn100610132,train,5.6,TGF
SFLARE_bn100213524,test,4.7,SFLARE
TGF_bn100604105,train,6.6,TGF
SFLARE_bn240212069,train,5.7,SFLARE
GRB_bn221226945,other,0.0,GRB
TGF_bn121224612,train,37.7,TGF
GRB_bn090427688,test,4.5,GRB
TGF_bn140920177,train,7.3,TGF
GRB_bn230805475,train,5.2,GRB
SFLARE_bn110927322,train,5.8,SFLARE
GRB_bn120227725,train,5.1,GRB
GRB_bn120727681,other,0.0,GRB
TGF_bn160426457,train,5.1,TGF
GRB_bn200119692,train,4.9,GRB
GRB_bn110720177,train,4.7,GRB
SFLARE_bn150311778,train,5.2,SFLARE
GRB_bn110609425,other,0.0,GRB
SGR_bn200428173,train,9.5,SGR
TGF_bn081001392,test,0.0,TGF
TGF_bn220903773,train,7.1,TGF
SFLARE_bn120706714,train,6.0,SFLARE
TGF_bn160416676,train,5.8,TGF
GRB_bn090513916,train,4.6,GRB
GRB_bn150425617,other,0.0,GRB
SFLARE_bn110929752,train,5.7,SFLARE
SFLARE_bn170401959,train,5.1,SFLARE
SFLARE_bn240204880,test,6.1,SFLARE
SGR_bn220115548,train,5.4,SGR
TGF_bn100905109,train,4.7,TGF
TGF_bn131209794,test,5.9,TGF
GRB_bn090308734,other,0.0,GRB
SFLARE_bn150929346,train,8.1,SFLARE
GRB_bn120830297,other,0.0,GRB
SFLARE_bn140101781,train,5.7,SFLARE
SGR_bn130113156,train,12.7,SGR
GRB_bn090814368,other,0.0,GRB
SFLARE_bn141127633,train,5.0,SFLARE
GRB_bn110923835,train,5.4,GRB
TGF_bn121101287,train,6.1,TGF
SGR_bn200410405,train,9.2,SGR
TGF_bn130510430,train,7.1,TGF
SFLARE_bn240203747,train,5.5,SFLARE
GRB_bn140323433,other,0.0,GRB
TGF_bn230404996,test,5.2,TGF
GRB_bn130706900,train,9.0,GRB
SFLARE_bn110307835,other,0.0,SFLARE
SFLARE_bn140113610,train,5.5,SFLARE
GRB_bn140626843,train,6.1,GRB
SFLARE_bn140219932,other,0.0,SFLARE
GRB_bn111207512,train,4.6,GRB
GRB_bn201011629,other,0.0,GRB
SFLARE_bn110307338,train,5.6,SFLARE
GRB_bn120319983,other,0.0,GRB
TGF_bn170629303,train,6.7,TGF
TGF_bn130620676,train,5.2,TGF
SFLARE_bn151021580,other,0.0,SFLARE
TGF_bn220519495,train,5.6,TGF
SFLARE_bn110306441,train,6.2,SFLARE
SFLARE_bn121120453,train,5.1,SFLARE
GRB_bn140508629,train,4.7,GRB
GRB_bn100816009,test,4.9,GRB
TGF_bn180901684,test,5.7,TGF
GRB_bn081204004,train,6.2,GRB
SFLARE_bn141014781,train,5.2,SFLARE
TGF_bn220622088,train,6.7,TGF
GRB_bn200716060,train,4.7,GRB
TGF_bn210904593,train,6.8,TGF
SGR_bn170505406,test,5.6,SGR
SFLARE_bn150314073,train,8.2,SFLARE
SFLARE_bn131028492,train,4.7,SFLARE
TGF_bn120330894,test,5.7,TGF
TGF_bn161114056,train,6.2,TGF
TGF_bn170804714,train,5.5,TGF
TGF_bn230913220,train,6.0,TGF
SGR_bn160520223,test,19.7,SGR
TGF_bn180412565,test,5.6,TGF
GRB_bn180528371,other,0.0,GRB
GRB_bn210323918,train,9.0,GRB
GRB_bn230911132,other,0.0,GRB
TGF_bn160801464,train,8.1,TGF
TGF_bn191023414,train,6.5,TGF
GRB_bn110517573,other,0.0,GRB
GRB_bn150424403,test,5.0,GRB
TGF_bn151111107,other,0.0,TGF
TGF_bn140902738,train,8.0,TGF
SFLARE_bn121222062,test,5.5,SFLARE
GRB_bn161230298,other,0.0,GRB
SFLARE_bn110331083,train,5.8,SFLARE
TGF_bn130721401,train,4.9,TGF
GRB_bn090928646,train,5.0,GRB
GRB_bn140102887,other,0.0,GRB
GRB_bn141121414,train,4.9,GRB
GRB_bn240216456,other,0.0,GRB
SFLARE_bn140202176,train,4.5,SFLARE
TGF_bn121207917,train,6.1,TGF
GRB_bn221108472,train,4.6,GRB
SFLARE_bn140113928,test,5.5,SFLARE
SGR_bn160709704,test,10.1,SGR
TGF_bn151008198,train,7.8,TGF
TGF_bn201018074,test,5.2,TGF
GRB_bn111103948,train,8.8,GRB
SFLARE_bn231214705,train,6.2,SFLARE
SGR_bn221014521,train,8.5,SGR
TGF_bn220228318,train,5.2,TGF
GRB_bn141112539,train,4.8,GRB
SGR_bn211008665,train,16.4,SGR
GRB_bn180402406,other,0.0,GRB
SFLARE_bn140419521,train,5.1,SFLARE
TGF_bn130901904,test,5.5,TGF
TGF_bn210614708,train,7.2,TGF
GRB_bn210127268,other,0.0,GRB
SFLARE_bn230521881,test,5.8,SFLARE
SGR_bn200718619,train,7.8,SGR
GRB_bn140720158,train,7.8,GRB
SFLARE_bn120307049,train,5.0,SFLARE
TGF_bn190525670,test,6.2,TGF
GRB_bn140623224,test,5.2,GRB
GRB_bn150618674,other,0.0,GRB
GRB_bn210928084,test,5.0,GRB
SFLARE_bn121120527,train,5.5,SFLARE
GRB_bn200416295,other,0.0,GRB
SGR_bn221013376,train,9.5,SGR
TGF_bn091130288,train,6.4,TGF
TGF_bn120527824,train,7.8,TGF
GRB_bn080831053,train,0.0,GRB
GRB_bn090112332,train,5.2,GRB
SFLARE_bn110924857,test,5.8,SFLARE
SFLARE_bn150917071,other,0.0,SFLARE
GRB_bn120819048,other,0.0,GRB
SFLARE_bn130320814,train,5.6,SFLARE
SFLARE_bn220828983,train,5.5,SFLARE
SFLARE_bn220520520,train,6.3,SFLARE
SFLARE_bn221224174,train,5.6,SFLARE
GRB_bn091231540,test,4.6,GRB
SGR_bn220423109,train,12.3,SGR
SFLARE_bn140214128,other,0.0,SFLARE
GRB_bn160508290,other,0.0,GRB
SGR_bn210706160,train,8.0,SGR
GRB_bn110102788,train,5.5,GRB
GRB_bn141230142,other,0.0,GRB
TGF_bn210426456,test,8.3,TGF
SFLARE_bn231214574,train,5.5,SFLARE
GRB_bn101127102,train,4.5,GRB
SFLARE_bn120912191,train,4.9,SFLARE
SFLARE_bn230110461,train,6.3,SFLARE
SGR_bn191114827,train,8.9,SGR
SFLARE_bn240111743,train,5.7,SFLARE
SFLARE_bn110803576,test,5.1,SFLARE
SFLARE_bn231105488,train,5.5,SFLARE
TGF_bn160627610,train,8.2,TGF
GRB_bn230405832,test,5.6,GRB
GRB_bn181228120,other,0.0,GRB
SFLARE_bn110920283,train,5.7,SFLARE
GRB_bn100511035,other,0.0,GRB
TGF_bn151115569,train,5.0,TGF
SGR_bn220113249,train,21.8,SGR
GRB_bn100223110,other,0.0,GRB
GRB_bn190806535,train,4.6,GRB
TGF_bn200114189,test,5.6,TGF
SGR_bn160623818,train,5.6,SGR
SFLARE_bn231215243,test,5.9,SFLARE
GRB_bn120521380,other,0.0,GRB
SFLARE_bn131108394,train,5.7,SFLARE
GRB_bn110118857,train,4.6,GRB
SFLARE_bn221111576,train,5.7,SFLARE
GRB_bn180706351,train,5.5,GRB
SGR_bn130913625,train,15.2,SGR
TGF_bn170621896,train,6.9,TGF
GRB_bn150815604,other,0.0,GRB
GRB_bn180715087,train,5.6,GRB
TGF_bn171124565,train,7.8,TGF
TGF_bn230913408,other,0.0,TGF
GRB_bn100727238,train,4.8,GRB
GRB_bn110709463,test,4.7,GRB
TGF_bn160726932,train,5.7,TGF
TGF_bn220506826,test,5.3,TGF
GRB_bn171002969,train,5.8,GRB
SGR_bn210910384,train,14.9,SGR
SFLARE_bn131017725,train,5.7,SFLARE
TGF_bn180414354,other,0.0,TGF
GRB_bn160406570,train,5.3,GRB
TGF_bn091213783,train,6.1,TGF
TGF_bn190216584,train,6.5,TGF
SFLARE_bn201105416,train,5.5,SFLARE
TGF_bn170316801,train,6.3,TGF
GRB_bn111109873,train,4.6,GRB
SFLARE_bn130423636,test,6.3,SFLARE
GRB_bn121109338,train,4.9,GRB
SFLARE_bn230120539,train,6.0,SFLARE
GRB_bn210731931,other,0.0,GRB
SFLARE_bn240322890,train,7.4,SFLARE
GRB_bn150604434,other,0.0,GRB
TGF_bn100409543,train,5.3,TGF
GRB_bn141031304,train,4.5,GRB
SFLARE_bn130118405,train,6.0,SFLARE
TGF_bn110814104,test,5.9,TGF
SFLARE_bn110215332,test,5.9,SFLARE
GRB_bn150203173,train,4.5,GRB
GRB_bn100918863,other,0.0,GRB
GRB_bn190114873,train,7.1,GRB
GRB_bn120203812,train,4.7,GRB
TGF_bn180220385,train,5.2,TGF
TGF_bn210126992,test,21.3,TGF
SFLARE_bn120305802,train,4.6,SFLARE
GRB_bn150715136,train,5.2,GRB
GRB_bn170621784,train,4.6,GRB
SGR_bn081004050,train,7.7,SGR
GRB_bn101027230,train,5.2,GRB
SGR_bn220129043,train,8.8,SGR
GRB_bn090427644,other,0.0,GRB
GRB_bn181029892,other,0.0,GRB
SFLARE_bn130704004,train,5.6,SFLARE
SFLARE_bn150917902,train,6.0,SFLARE
GRB_bn081229187,train,5.5,GRB
SGR_bn160519024,train,5.6,SGR
SGR_bn221216827,train,11.1,SGR
TGF_bn170425071,train,8.5,TGF
TGF_bn221212368,train,5.5,TGF
SFLARE_bn220126313,train,5.7,SFLARE
GRB_bn180511364,train,9.6,GRB
SFLARE_bn120705047,train,5.8,SFLARE
GRB_bn151026169,other,0.0,GRB
TGF_bn121011427,test,5.4,TGF
GRB_bn130611538,other,0.0,GRB
GRB_bn130909817,train,4.5,GRB
GRB_bn160419637,other,0.0,GRB
TGF_bn110906455,train,8.6,TGF
TGF_bn230227716,other,0.0,TGF
GRB_bn131230808,other,0.0,GRB
SGR_bn090401093,train,5.5,SGR
GRB_bn130404877,train,5.0,GRB
GRB_bn150923864,train,5.6,GRB
SFLARE_bn110922854,train,5.8,SFLARE
TGF_bn120410553,train,6.1,TGF
TGF_bn220504172,train,10.9,TGF
GRB_bn171112868,other,0.0,GRB
TGF_bn131121989,train,5.7,TGF
TGF_bn181105761,test,6.0,TGF
SFLARE_bn141030950,train,5.0,SFLARE
SGR_bn210911496,train,8.2,SGR
TGF_bn170505147,train,5.2,TGF
GRB_bn140603476,test,4.8,GRB
GRB_bn150830128,train,5.0,GRB
SFLARE_bn110217677,train,5.5,SFLARE
SGR_bn220114949,train,8.9,SGR
GRB_bn110824009,other,0.0,GRB
GRB_bn151014592,train,4.9,GRB
GRB_bn220826497,train,4.7,GRB
GRB_bn090815946,other,0.0,GRB
TGF_bn230711838,test,5.1,TGF
TGF_bn151207995,train,6.7,TGF
SFLARE_bn221216068,test,5.7,SFLARE
SGR_bn210911643,train,11.0,SGR
TGF_bn120727939,train,8.7,TGF
GRB_bn110207470,other,0.0,GRB
TGF_bn210717324,train,5.4,TGF
GRB_bn130821674,train,4.9,GRB
SFLARE_bn230106783,test,6.6,SFLARE
TGF_bn190509787,train,8.8,TGF
GRB_bn080714086,train,0.0,GRB
GRB_bn131029973,other,0.0,GRB
TGF_bn110928729,train,7.6,TGF
GRB_bn201223173,train,4.6,GRB
SGR_bn160522009,train,8.3,SGR
SGR_bn220927869,train,7.0,SGR
TGF_bn110218834,train,5.9,TGF
SFLARE_bn131107151,test,7.1,SFLARE
SGR_bn110221029,train,16.1,SGR
SFLARE_bn150307858,test,5.3,SFLARE
TGF_bn220604466,test,6.0,TGF
TGF_bn181208578,train,7.5,TGF
TGF_bn091221677,test,5.7,TGF
GRB_bn140219824,train,4.7,GRB
GRB_bn111024896,train,5.4,GRB
TGF_bn111209613,other,0.0,TGF
SFLARE_bn230718835,test,6.0,SFLARE
SGR_bn210909790,train,14.6,SGR
TGF_bn231130359,train,5.4,TGF
TGF_bn230724873,train,6.8,TGF
TGF_bn210224458,test,4.8,TGF
GRB_bn090726218,other,0.0,GRB
GRB_bn130620498,train,5.3,GRB
GRB_bn160512199,train,4.7,GRB
GRB_bn090101758,train,4.7,GRB
SFLARE_bn141220020,test,4.6,SFLARE
GRB_bn111010660,other,0.0,GRB
SGR_bn160718400,train,19.9,SGR
TGF_bn230218873,train,7.8,TGF
SFLARE_bn150309010,train,4.5,SFLARE
SFLARE_bn150617986,train,5.6,SFLARE
GRB_bn160107931,other,0.0,GRB
GRB_bn120727354,train,5.2,GRB
SFLARE_bn220905121,train,6.0,SFLARE
GRB_bn160125368,train,4.7,GRB
SFLARE_bn140201448,train,4.6,SFLARE
SGR_bn220809210,train,11.6,SGR
TGF_bn100414253,other,0.0,TGF
SFLARE_bn120509867,train,5.6,SFLARE
SFLARE_bn221003453,test,6.7,SFLARE
TGF_bn130601534,test,6.4,TGF
SFLARE_bn150312956,other,0.0,SFLARE
TGF_bn140227023,test,5.4,TGF
GRB_bn100629801,train,5.9,GRB
GRB_bn100429999,train,5.8,GRB
GRB_bn100324172,train,7.1,GRB
GRB_bn140906175,train,4.6,GRB
SFLARE_bn141017220,train,6.1,SFLARE
GRB_bn100313509,other,0.0,GRB
GRB_bn110909116,train,4.8,GRB
GRB_bn091031500,other,0.0,GRB
GRB_bn181026540,train,4.7,GRB
SFLARE_bn101004689,test,6.2,SFLARE
TGF_bn161013741,train,5.7,TGF
TGF_bn201224632,train,5.1,TGF
TGF_bn200714606,test,5.4,TGF
GRB_bn220826218,train,4.6,GRB
GRB_bn130228111,other,0.0,GRB
SGR_bn200428044,test,11.4,SGR
GRB_bn131006840,other,0.0,GRB
GRB_bn200325138,other,0.0,GRB
SGR_bn220113437,train,11.2,SGR
GRB_bn130408653,other,0.0,GRB
GRB_bn120511638,test,4.7,GRB
SGR_bn150228456,train,11.4,SGR
SFLARE_bn120306244,train,6.3,SFLARE
SGR_bn150222822,test,5.7,SGR
SGR_bn210130876,train,7.4,SGR
GRB_bn210101861,test,4.7,GRB
GRB_bn210308838,other,0.0,GRB
GRB_bn170405777,other,0.0,GRB
GRB_bn150514774,train,4.9,GRB
SGR_bn210910109,train,23.8,SGR
TGF_bn121210138,train,5.5,TGF
GRB_bn080916009,other,0.0,GRB
SFLARE_bn120627225,train,5.9,SFLARE
SFLARE_bn170910665,train,5.5,SFLARE
SFLARE_bn230223259,train,5.8,SFLARE
GRB_bn120728434,train,4.5,GRB
TGF_bn130809361,train,5.6,TGF
TGF_bn131103273,other,0.0,TGF
TGF_bn150606996,train,6.5,TGF
TGF_bn231014399,train,6.0,TGF
TGF_bn180531403,train,4.7,TGF
GRB_bn100210101,train,4.7,GRB
GRB_bn140513724,other,0.0,GRB
GRB_bn141028455,test,4.6,GRB
SFLARE_bn130113632,train,5.7,SFLARE
GRB_bn180205184,train,4.6,GRB
GRB_bn191011192,train,4.7,GRB
GRB_bn240318180,test,4.5,GRB
SGR_bn200428083,test,13.3,SGR
SGR_bn210129441,test,9.5,SGR
GRB_bn120703498,other,0.0,GRB
TGF_bn211106744,test,8.2,TGF
GRB_bn200829582,other,0.0,GRB
GRB_bn230204906,test,5.9,GRB
GRB_bn110920546,other,0.0,GRB
TGF_bn190512623,train,7.2,TGF
TGF_bn200117374,train,10.1,TGF
GRB_bn140907429,train,5.0,GRB
GRB_bn100325275,train,4.7,GRB
GRB_bn130228212,train,5.6,GRB
TGF_bn140315467,train,5.6,TGF
GRB_bn110509142,other,0.0,GRB
SFLARE_bn150310134,train,4.6,SFLARE
SFLARE_bn110218271,train,5.7,SFLARE
TGF_bn151220295,train,6.1,TGF
GRB_bn120814803,train,5.3,GRB
SGR_bn200428014,train,10.2,SGR
GRB_bn140628626,other,0.0,GRB
TGF_bn190515824,train,5.6,TGF
TGF_bn140522396,other,0.0,TGF
GRB_bn110207959,train,5.2,GRB
TGF_bn150202436,train,19.7,TGF
TGF_bn150905034,train,7.9,TGF
GRB_bn120618919,other,0.0,GRB
GRB_bn150831930,test,6.6,GRB
SFLARE_bn131106078,train,5.5,SFLARE
GRB_bn231222299,other,0.0,GRB
TGF_bn100225345,train,7.6,TGF
TGF_bn160424403,train,15.3,TGF
GRB_bn210326057,other,0.0,GRB
SGR_bn230323697,train,17.4,SGR
SFLARE_bn151222349,train,7.8,SFLARE
TGF_bn150301963,train,6.9,TGF
TGF_bn161021007,train,6.7,TGF
SFLARE_bn111229363,train,5.8,SFLARE
SGR_bn200718350,train,5.8,SGR
SFLARE_bn220322062,test,4.6,SFLARE
SFLARE_bn151230946,test,5.9,SFLARE
SFLARE_bn120830070,train,5.7,SFLARE
SFLARE_bn100327218,train,5.5,SFLARE
GRB_bn190810675,other,0.0,GRB
SGR_bn220113379,train,14.6,SGR
SGR_bn081106241,train,8.7,SGR
TGF_bn140607857,train,9.7,TGF
SFLARE_bn131029317,train,4.6,SFLARE
GRB_bn150511362,train,4.6,GRB
SGR_bn220109540,train,6.8,SGR
SFLARE_bn110214725,train,5.8,SFLARE
GRB_bn100724029,other,0.0,GRB
SGR_bn221017553,train,8.0,SGR
GRB_bn120926335,train,4.7,GRB
TGF_bn220724261,train,8.6,TGF
