event_name,event_type,reliability
bn240210160,SFLARE,1.0
bn131101828,SFLARE,1.0
bn230210125,SFLARE,1.0
bn230210337,SFLARE,1.0
bn110210289,SFLARE,1.0
bn240210763,SFLARE,1.0
bn140210266,SFLARE,1.0
bn240210949,SFLARE,1.0
bn240210960,SFLARE,1.0
bn240211011,SFLARE,1.0
bn240211018,SFLARE,1.0
bn211101062,SFLARE,1.0
bn131031570,SFLARE,1.0
bn150211222,SFLARE,1.0
bn180211047,SFLARE,1.0
bn131031373,SFLARE,1.0
bn140211143,SFLARE,1.0
bn151031744,SFLARE,1.0
bn230211656,SFLARE,1.0
bn141031349,SFLARE,1.0
bn240211945,SFLARE,1.0
bn240212069,SFLARE,1.0
bn101031186,SFLARE,1.0
bn101031137,SFLARE,1.0
bn101031052,SFLARE,1.0
bn141030950,SFL,1.0
bn140212172,SFLARE,1.0
bn141030546,SFLARE,1.0
bn111030717,SFLARE,1.0
bn100212307,SFLARE,1.0
bn230212650,SFLARE,1.0
bn100212403,SFLARE,1.0
bn131029912,SFLARE,1.0
bn141030024,SFLARE,1.0
bn141029960,SFLARE,1.0
bn141029951,SFLARE,1.0
bn141029890,SFLARE,1.0
bn231030158,SFLARE,1.0
bn101029730,SFLARE,1.0
bn131029420,SFLARE,1.0
bn141029673,SFLARE,1.0
bn141029612,SFLARE,1.0
bn131029317,SFLARE,1.0
bn141029550,SFLARE,1.0
bn140213254,SFLARE,1.0
bn131029188,SFLARE,1.0
bn141029424,SFLARE,1.0
bn141029416,SFLARE,1.0
bn131029146,SFLARE,1.0
bn160213868,SFLARE,1.0
bn141029278,SFL,1.0
bn100213524,SFLARE,1.0
bn141029152,SFLARE,1.0
bn131028870,SFLARE,1.0
bn091028818,SFLARE,1.0
bn140213663,SFLARE,1.0
bn110213731,SFLARE,1.0
bn240214312,SFLARE,1.0
bn230214084,SFLARE,1.0
bn131028624,SFLARE,1.0
bn140213828,SFLARE,1.0
bn211028660,SFL,1.0
bn131028586,SFLARE,1.0
bn160214399,SFLARE,1.0
bn131028492,SFLARE,1.0
bn131028483,SFLARE,1.0
bn211028434,SFLARE,1.0
bn140214128,SFLARE,1.0
bn140214186,SFLARE,1.0
bn230214505,SFLARE,1.0
bn131028192,SFLARE,1.0
bn141028434,SFLARE,1.0
bn141028366,SFLARE,1.0
bn141028348,SFLARE,1.0
bn131028083,SFLARE,1.0
bn140214444,SFLARE,1.0
bn141028248,SFLARE,1.0
bn240215033,SFLARE,1.0
bn110214725,SFLARE,1.0
bn141028173,SFLARE,1.0
bn140214523,SFLARE,1.0
bn240215105,SFLARE,1.0
bn141028144,SFLARE,1.0
bn151028399,SFLARE,1.0
bn140214559,SFLARE,1.0
bn110214810,SFLARE,1.0
bn091027817,SFLARE,1.0
bn141028040,SFL,1.0
bn140214691,SFLARE,1.0
bn131027743,SFL,1.0
bn131027727,SFL,1.0
bn140214723,SFLARE,1.0
bn141027897,SFLARE,1.0
bn110215025,SFLARE,1.0
bn110215075,SFLARE,1.0
bn110215131,SFLARE,1.0
bn131027526,SFL,1.0
bn141027612,SFLARE,1.0
bn110215332,SFLARE,1.0
bn240215757,SFLARE,1.0
bn141027418,SFLARE,1.0
bn160215781,SFLARE,1.0
bn131027021,SFL,1.0
bn131026808,SFL,1.0
bn131026748,SFL,1.0
bn130215455,SFL,1.0
bn240216285,SFLARE,1.0
bn240216292,SFLARE,1.0
bn141026846,SFLARE,1.0
bn110216067,SFLARE,1.0
bn141026756,SFL,1.0
bn131026465,SFLARE,1.0
bn131026399,SFLARE,1.0
bn110216319,SFLARE,1.0
bn160216701,SFLARE,1.0
bn141026462,SFLARE,1.0
bn141026452,SFLARE,1.0
bn141026445,SFLARE,1.0
bn211026115,SFLARE,1.0
bn110216600,SFLARE,1.0
bn131025873,SFLARE,1.0
bn140216577,SFLARE,1.0
bn131025805,SFLARE,1.0
bn141025974,SFL,1.0
bn131025621,SFLARE,1.0
bn131025607,SFLARE,1.0
bn141025734,SFLARE,1.0
bn141025720,SFLARE,1.0
bn141025707,SFLARE,1.0
bn131025407,SFLARE,1.0
bn141025658,SFLARE,1.0
bn131025338,SFLARE,1.0
bn141025373,SFLARE,1.0
bn131025114,SFLARE,1.0
bn110217524,SFLARE,1.0
bn110217677,SFLARE,1.0
bn141025172,SFLARE,1.0
bn131024884,SFLARE,1.0
bn230217833,SFLARE,1.0
bn131024809,SFLARE,1.0
bn141024896,SFLARE,1.0
bn130217652,SFLARE,1.0
bn121024229,SFL,1.0
bn130217660,SFLARE,1.0
bn131024436,SFLARE,1.0
bn131024419,SFLARE,1.0
bn110218271,SFLARE,1.0
bn130217851,SFLARE,1.0
bn131024176,SFLARE,1.0
bn110218537,SFLARE,1.0
bn141024335,SFLARE,1.0
bn141024320,SFLARE,1.0
bn221024332,SFL,1.0
bn131024016,SFLARE,1.0
bn230218773,SFLARE,1.0
bn110218786,SFLARE,1.0
bn230218930,SFLARE,1.0
bn230219167,SFLARE,1.0
bn240219532,SFLARE,1.0
bn121023135,SFLARE,1.0
bn131023220,SFLARE,1.0
bn141023404,SFLARE,1.0
bn121022782,SFLARE,1.0
bn131022888,SFLARE,1.0
bn140219932,SFLARE,1.0
bn141022599,SFLARE,1.0
bn141022587,SFLARE,1.0
bn141022345,SFLARE,1.0
bn141022327,SFLARE,1.0
bn141022320,SFLARE,1.0
bn230220621,SFLARE,1.0
bn141022218,SFLARE,1.0
bn130220232,SFLARE,1.0
bn141022075,SFLARE,1.0
bn141022068,SFLARE,1.0
bn230221088,SFL,1.0
bn141021796,SFLARE,1.0
bn141021519,SFLARE,1.0
bn151021744,SFLARE,1.0
bn151021604,SFLARE,1.0
bn151021580,SFLARE,1.0
bn240221959,SFLARE,1.0
bn141020949,SFLARE,1.0
bn151021188,SFLARE,1.0
bn141020831,SFLARE,1.0
bn141020790,SFLARE,1.0
bn141020673,SFLARE,1.0
bn240222861,SFLARE,1.0
bn240222932,SFLARE,1.0
bn111020085,SFLARE,1.0
bn221019906,SFLARE,1.0
bn141019731,SFLARE,1.0
bn230223197,SFL,1.0
bn230223259,SFLARE,1.0
bn111019818,SFLARE,1.0
bn230223325,SFLARE,1.0
bn230223340,SFLARE,1.0
bn151019727,SFLARE,1.0
bn141019241,SFLARE,1.0
bn240224067,SFLARE,1.0
bn111019203,SFLARE,1.0
bn240224190,SFLARE,1.0
bn240224269,SFLARE,1.0
bn240224339,SFLARE,1.0
bn141018711,SFL,1.0
bn131018453,SFLARE,1.0
bn240224468,SFLARE,1.0
bn131018311,SFLARE,1.0
bn141018544,SFLARE,1.0
bn240224613,SFLARE,1.0
bn110224312,SFLARE,1.0
bn131018213,SFLARE,1.0
bn131018129,SFLARE,1.0
bn141018281,SFLARE,1.0
bn240224871,SFLARE,1.0
bn230224718,SFLARE,1.0
bn131017725,SFL,1.0
bn110224817,SFLARE,1.0
bn121017329,SFLARE,1.0
bn141017814,SFL,1.0
bn240225380,SFLARE,1.0
bn230225180,SFLARE,1.0
bn140224900,SFLARE,1.0
bn110225220,SFLARE,1.0
bn140225029,SFLARE,1.0
bn140225263,SFLARE,1.0
bn141017220,SFLARE,1.0
bn230225651,SFLARE,1.0
bn140225630,SFLARE,1.0
bn151017149,SFLARE,1.0
bn131016605,SFLARE,1.0
bn141016503,SFLARE,1.0
bn141016366,SFLARE,1.0
bn141016316,SFLARE,1.0
bn151016557,SFLARE,1.0
bn151016375,SFLARE,1.0
bn151015978,SFLARE,1.0
bn151015902,SFLARE,1.0
bn140226889,SFL,1.0
bn131015358,SFLARE,1.0
bn151015775,SFLARE,1.0
bn131015212,SFL,1.0
bn140227247,SFLARE,1.0
bn140227358,SFLARE,1.0
bn140227378,SFLARE,1.0
bn140227448,SFLARE,1.0
bn240228103,SFLARE,1.0
bn141014828,SFLARE,1.0
bn141014781,SFLARE,1.0
bn141014774,SFLARE,1.0
bn230228174,SFLARE,1.0
bn111014761,SFLARE,1.0
bn140228033,SFL,1.0
bn110228470,SFLARE,1.0
bn110228502,SFLARE,1.0
bn110228533,SFLARE,1.0
bn230228737,SFLARE,1.0
bn230301167,SFLARE,1.0
bn110301143,SFLARE,1.0
bn240229999,SFLARE,1.0
bn240301058,SFLARE,1.0
bn211012666,SFL,1.0
bn151013052,SFLARE,1.0
bn221012686,SFLARE,1.0
bn230302197,SFLARE,1.0
bn230302335,SFLARE,1.0
bn141012218,SFLARE,1.0
bn150302640,SFL,1.0
bn240301991,SFLARE,1.0
bn231012204,SFLARE,1.0
bn221011762,SFLARE,1.0
bn231011923,SFLARE,1.0
bn221011452,SFLARE,1.0
bn121010787,SFLARE,1.0
bn230303743,SFLARE,1.0
bn121010449,SFL,1.0
bn221010971,SFL,1.0
bn140303665,SFLARE,1.0
bn221010806,SFL,1.0
bn121010204,SFLARE,1.0
bn110303997,SFLARE,1.0
bn230304101,SFLARE,1.0
bn230304298,SFLARE,1.0
bn111010607,SFL,1.0
bn140304203,SFLARE,1.0
bn230304569,SFLARE,1.0
bn230304658,SFLARE,1.0
bn131009595,SFLARE,1.0
bn231009949,SFLARE,1.0
bn230305117,SFLARE,1.0
bn120304445,SFLARE,1.0
bn120304461,SFLARE,1.0
bn140305011,SFLARE,1.0
bn120304540,SFLARE,1.0
bn131009064,SFLARE,1.0
bn141009284,SFLARE,1.0
bn141009209,SFLARE,1.0
bn230305561,SFLARE,1.0
bn231009482,SFLARE,1.0
bn141009081,SFLARE,1.0
bn141009071,SFLARE,1.0
bn150305751,SFLARE,1.0
bn230305897,SFLARE,1.0
bn120305164,SFLARE,1.0
bn120305186,SFLARE,1.0
bn120305250,SFLARE,1.0
bn230306096,SFLARE,1.0
bn230306107,SFLARE,1.0
bn120305506,SFLARE,1.0
bn120305522,SFLARE,1.0
bn110306441,SFLARE,1.0
bn120305775,SFLARE,1.0
bn120305802,SFLARE,1.0
bn120305844,SFLARE,1.0
bn110306613,SFLARE,1.0
bn140306391,SFLARE,1.0
bn110306642,SFLARE,1.0
bn110306674,SFLARE,1.0
bn110306748,SFLARE,1.0
bn120306053,SFLARE,1.0
bn120306169,SFLARE,1.0
bn120306227,SFLARE,1.0
bn120306244,SFLARE,1.0
bn120306315,SFLARE,1.0
bn120306329,SFLARE,1.0
bn230307168,SFLARE,1.0
bn120306365,SFLARE,1.0
bn120306379,SFLARE,1.0
bn231007770,SFLARE,1.0
bn240306592,SFLARE,1.0
bn110307268,SFLARE,1.0
bn110307328,SFLARE,1.0
bn110307338,SFLARE,1.0
bn110307388,SFLARE,1.0
bn120306823,SFLARE,1.0
bn110307598,SFLARE,1.0
bn110307611,SFLARE,1.0
bn120306897,SFLARE,1.0
bn120307021,SFLARE,1.0
bn120307042,SFLARE,1.0
bn120307049,SFLARE,1.0
bn120307088,SFLARE,1.0
bn150307858,SFL,1.0
bn110307835,SFLARE,1.0
bn110307858,SFLARE,1.0
bn150307912,SFLARE,1.0
bn110307908,SFLARE,1.0
bn150307942,SFLARE,1.0
bn240307262,SFLARE,1.0
bn110308103,SFLARE,1.0
bn110308340,SFLARE,1.0
bn110308764,SFLARE,1.0
bn120308120,SFLARE,1.0
bn230308946,SFLARE,1.0
bn110308983,SFLARE,1.0
bn150309010,SFL,1.0
bn120308361,SFLARE,1.0
bn110309105,SFLARE,1.0
bn231005799,SFLARE,1.0
bn110309271,SFLARE,1.0
bn111005527,SFLARE,1.0
bn110309452,SFLARE,1.0
bn110309459,SFLARE,1.0
bn150309603,SFLARE,1.0
bn150309736,SFL,1.0
bn120309082,SFLARE,1.0
bn120309145,SFLARE,1.0
bn101004689,SFLARE,1.0
bn120309152,SFLARE,1.0
bn120309160,SFLARE,1.0
bn110309920,SFLARE,1.0
bn120309214,SFLARE,1.0
bn150309985,SFLARE,1.0
bn150309991,SFLARE,1.0
bn110309971,SFLARE,1.0
bn150310038,SFLARE,1.0
bn221004632,SFLARE,1.0
bn150310134,SFLARE,1.0
bn110310123,SFLARE,1.0
bn150310174,SFLARE,1.0
bn150310182,SFLARE,1.0
bn150310308,SFL,1.0
bn150310394,SFLARE,1.0
bn151004110,SFLARE,1.0
bn221003847,SFLARE,1.0
bn140310643,SFLARE,1.0
bn221003643,SFLARE,1.0
bn240310506,SFLARE,1.0
bn140310953,SFLARE,1.0
bn221003453,SFLARE,1.0
bn150311301,SFL,1.0
bn150311331,SFLARE,1.0
bn140311159,SFLARE,1.0
bn120310737,SFLARE,1.0
bn221003104,SFLARE,1.0
bn140311501,SFLARE,1.0
bn150311778,SFLARE,1.0
bn221002852,SFLARE,1.0
bn221002845,SFLARE,1.0
bn141002788,SFLARE,1.0
bn111002906,SFLARE,1.0
bn240311364,SFLARE,1.0
bn221002582,SFLARE,1.0
bn111002632,SFL,1.0
bn230312255,SFLARE,1.0
bn110312191,SFLARE,1.0
bn110312435,SFLARE,1.0
bn150312490,SFLARE,1.0
bn150312506,SFLARE,1.0
bn151002266,SFLARE,1.0
bn150312586,SFLARE,1.0
bn111002030,SFLARE,1.0
bn150312827,SFLARE,1.0
bn151002006,SFLARE,1.0
bn221001752,SFLARE,1.0
bn150312908,SFLARE,1.0
bn150312956,SFLARE,1.0
bn140312938,SFLARE,1.0
bn141001349,SFLARE,1.0
bn150313244,SFLARE,1.0
bn150313316,SFLARE,1.0
bn220930945,SFLARE,1.0
bn231001141,SFLARE,1.0
bn231001056,SFLARE,1.0
bn220930731,SFL,1.0
bn220930678,SFL,1.0
bn230930869,SFLARE,1.0
bn110930782,SFLARE,1.0
bn140313800,SFLARE,1.0
bn150314073,SFLARE,1.0
bn230930670,SFLARE,1.0
bn150314212,SFLARE,1.0
bn120313723,SFLARE,1.0
bn120313730,SFLARE,1.0
bn150930286,SFLARE,1.0
bn150930144,SFLARE,1.0
bn110314827,SFLARE,1.0
bn150929808,SFLARE,1.0
bn110929752,SFL,1.0
bn110315015,SFLARE,1.0
bn150315093,SFLARE,1.0
bn220929497,SFLARE,1.0
bn150929553,SFLARE,1.0
bn160928740,SFLARE,1.0
bn150315401,SFLARE,1.0
bn150929346,SFLARE,1.0
bn150929278,SFLARE,1.0
bn150929243,SFLARE,1.0
bn150929218,SFLARE,1.0
bn150929174,SFLARE,1.0
bn150929151,SFLARE,1.0
bn230929134,SFLARE,1.0
bn150315948,SFLARE,1.0
bn150928698,SFLARE,1.0
bn150928621,SFLARE,1.0
bn110928560,SFL,1.0
bn110928520,SFL,1.0
bn140928113,SFLARE,1.0
bn150928160,SFLARE,1.0
bn230928012,SFLARE,1.0
bn150316863,SFLARE,1.0
bn150927831,SFLARE,1.0
bn160316276,SFLARE,1.0
bn140927357,SFLARE,1.0
bn110927584,SFL,1.0
bn110927453,SFLARE,1.0
bn240316686,SFLARE,1.0
bn140317131,SFLARE,1.0
bn110927322,SFL,1.0
bn150927163,SFLARE,1.0
bn110926973,SFLARE,1.0
bn140926579,SFLARE,1.0
bn150317979,SFLARE,1.0
bn230318300,SFL,1.0
bn110926447,SFL,1.0
bn110926265,SFL,1.0
bn110926256,SFLARE,1.0
bn120317859,SFLARE,1.0
bn110925929,SFLARE,1.0
bn240318143,SFLARE,1.0
bn230319054,SFLARE,1.0
bn110925721,SFLARE,1.0
bn230319094,SFLARE,1.0
bn110925646,SFLARE,1.0
bn230319164,SFLARE,1.0
bn150925539,SFL,1.0
bn110925396,SFLARE,1.0
bn240318801,SFLARE,1.0
bn140924985,SFLARE,1.0
bn110925200,SFLARE,1.0
bn110925193,SFLARE,1.0
bn110925110,SFLARE,1.0
bn230319755,SFL,1.0
bn150924989,SFLARE,1.0
bn110924857,SFL,1.0
bn170924349,SFLARE,1.0
bn110924733,SFLARE,1.0
bn110924722,SFL,1.0
bn110924646,SFL,1.0
bn110924532,SFLARE,1.0
bn110924464,SFLARE,1.0
bn110924399,SFLARE,1.0
bn110924391,SFLARE,1.0
bn140320110,SFLARE,1.0
bn110924207,SFL,1.0
bn110924197,SFL,1.0
bn140923965,SFLARE,1.0
bn220924011,SFLARE,1.0
bn140320360,SFLARE,1.0
bn230924141,SFLARE,1.0
bn240319976,SFLARE,1.0
bn120319916,SFLARE,1.0
bn110924003,SFLARE,1.0
bn110923993,SFLARE,1.0
bn220923751,SFLARE,1.0
bn110923918,SFLARE,1.0
bn150923789,SFLARE,1.0
bn240320313,SFLARE,1.0
bn220923481,SFLARE,1.0
bn210923192,SFLARE,1.0
bn230923551,SFLARE,1.0
bn130320814,SFLARE,1.0
bn210922842,SFL,1.0
bn110923258,SFLARE,1.0
bn190321613,SFLARE,1.0
bn240320969,SFLARE,1.0
bn110922854,SFLARE,1.0
bn110922746,SFLARE,1.0
bn230922811,SFLARE,1.0
bn110922662,SFLARE,1.0
bn110922551,SFLARE,1.0
bn110922449,SFLARE,1.0
bn110922414,SFLARE,1.0
bn220322062,SFL,1.0
bn130321764,SFLARE,1.0
bn110922262,SFLARE,1.0
bn240321752,SFLARE,1.0
bn230922291,SFLARE,1.0
bn110921475,SFLARE,1.0
bn230921538,SFLARE,1.0
bn150921220,SFLARE,1.0
bn240322840,SFLARE,1.0
bn240322890,SFLARE,1.0
bn150921084,SFLARE,1.0
bn110323660,SFLARE,1.0
bn220920689,SFLARE,1.0
bn240323288,SFLARE,1.0
bn130919958,SFLARE,1.0
bn240323566,SFLARE,1.0
bn240323630,SFLARE,1.0
bn110920283,SFLARE,1.0
bn120323818,SFLARE,1.0
bn110920013,SFLARE,1.0
bn240323951,SFLARE,1.0
bn110324649,SFLARE,1.0
bn240323990,SFLARE,1.0
bn110324710,SFLARE,1.0
bn240324077,SFLARE,1.0
bn240324093,SFLARE,1.0
bn110324797,SFLARE,1.0
bn240324147,SFLARE,1.0
bn230919839,SFLARE,1.0
bn240324253,SFLARE,1.0
bn240324411,SFLARE,1.0
bn230919397,SFLARE,1.0
bn220919102,SFLARE,1.0
bn220918925,SFLARE,1.0
bn220918676,SFLARE,1.0
bn120325019,SFLARE,1.0
bn220918542,SFLARE,1.0
bn240325280,SFLARE,1.0
bn110325968,SFL,1.0
bn140918361,SFL,1.0
bn140918297,SFL,1.0
bn110918439,SFLARE,1.0
bn140326020,SFLARE,1.0
bn120325622,SFLARE,1.0
bn240325867,SFLARE,1.0
bn220917858,SFLARE,1.0
bn240325925,SFLARE,1.0
bn240325937,SFLARE,1.0
bn150917902,SFLARE,1.0
bn240326101,SFLARE,1.0
bn210917176,SFL,1.0
bn150917401,SFLARE,1.0
bn100327218,SFLARE,1.0
bn150917122,SFLARE,1.0
bn150917071,SFLARE,1.0
bn100327330,SFLARE,1.0
bn100327405,SFLARE,1.0
bn100327424,SFLARE,1.0
bn110327709,SFLARE,1.0
bn220916660,SFLARE,1.0
bn110916780,SFLARE,1.0
bn220916408,SFLARE,1.0
bn230916660,SFLARE,1.0
bn220916090,SFLARE,1.0
bn230916344,SFLARE,1.0
bn230916230,SFLARE,1.0
bn140915760,SFLARE,1.0
bn230916033,SFLARE,1.0
bn220328473,SFL,1.0
bn220328597,SFL,1.0
bn220328717,SFLARE,1.0
bn230329019,SFLARE,1.0
bn140328803,SFLARE,1.0
bn140328990,SFLARE,1.0
bn240328774,SFLARE,1.0
bn240328810,SFLARE,1.0
bn240328866,SFLARE,1.0
bn230915036,SFLARE,1.0
bn240329036,SFLARE,1.0
bn230914890,SFLARE,1.0
bn240329096,SFLARE,1.0
bn230914812,SFLARE,1.0
bn220329716,SFLARE,1.0
bn230329986,SFLARE,1.0
bn220329910,SFLARE,1.0
bn120329411,SFLARE,1.0
bn240329880,SFLARE,1.0
bn220330461,SFLARE,1.0
bn140330492,SFLARE,1.0
bn230331109,SFLARE,1.0
bn110331083,SFLARE,1.0
bn220331237,SFLARE,1.0
bn240330881,SFLARE,1.0
bn120912191,SFLARE,1.0
bn170331241,SFLARE,1.0
bn230331870,SFLARE,1.0
bn220331769,SFLARE,1.0
bn220331776,SFLARE,1.0
bn240331462,SFLARE,1.0
bn110401161,SFLARE,1.0
bn230912183,SFLARE,1.0
bn240401058,SFLARE,1.0
bn230911724,SFLARE,1.0
bn170401441,SFLARE,1.0
bn230911615,SFLARE,1.0
bn230911251,SFLARE,1.0
bn170910694,SFLARE,1.0
bn170910671,SFLARE,1.0
bn170910665,SFLARE,1.0
bn170910658,SFLARE,1.0
bn170401906,SFLARE,1.0
bn170401959,SFLARE,1.0
bn140910738,SFLARE,1.0
bn140910725,SFLARE,1.0
bn220402558,SFLARE,1.0
bn140402570,SFLARE,1.0
bn140402578,SFLARE,1.0
bn140402632,SFLARE,1.0
bn220402735,SFLARE,1.0
bn170402539,SFLARE,1.0
bn170909947,SFLARE,1.0
bn220403543,SFLARE,1.0
bn170403599,SFLARE,1.0
bn110909253,SFL,1.0
bn140908996,SFLARE,1.0
bn170403889,SFLARE,1.0
bn170908639,SFLARE,1.0
bn140404157,SFLARE,1.0
bn170908296,SFLARE,1.0
bn170908240,SFLARE,1.0
bn170908232,SFLARE,1.0
bn110908652,SFLARE,1.0
bn170908154,SFLARE,1.0
bn170908097,SFLARE,1.0
bn170907982,SFLARE,1.0
bn170907968,SFLARE,1.0
bn170907779,SFLARE,1.0
bn140908007,SFLARE,1.0
bn170907617,SFLARE,1.0
bn140907814,SFLARE,1.0
bn110907941,SFLARE,1.0
bn170405056,SFLARE,1.0
bn170907428,SFLARE,1.0
bn230405716,SFLARE,1.0
bn170405204,SFLARE,1.0
bn130405735,SFLARE,1.0
bn170906629,SFLARE,1.0
bn170906554,SFLARE,1.0
bn170906512,SFLARE,1.0
bn170906505,SFLARE,1.0
bn110906937,SFLARE,1.0
bn140906705,SFL,1.0
bn110906929,SFLARE,1.0
bn120906174,SFLARE,1.0
bn170906390,SFLARE,1.0
bn170906376,SFLARE,1.0
bn170906305,SFLARE,1.0
bn230906585,SFLARE,1.0
bn120905679,SFLARE,1.0
bn230906390,SFLARE,1.0
bn230906330,SFLARE,1.0
bn220906021,SFLARE,1.0
bn170905718,SFLARE,1.0
bn110906072,SFL,1.0
bn170905562,SFLARE,1.0
bn230906034,SFLARE,1.0
bn170905046,SFLARE,1.0
bn230407981,SFLARE,1.0
bn170904865,SFLARE,1.0
bn170904855,SFLARE,1.0
bn220905121,SFLARE,1.0
bn230905338,SFLARE,1.0
bn170904645,SFLARE,1.0
bn220904768,SFLARE,1.0
bn220904509,SFLARE,1.0
bn100904293,SFLARE,1.0
bn220903970,SFLARE,1.0
bn120903113,SFL,1.0
bn170903257,SFLARE,1.0
bn170903118,SFLARE,1.0
bn120902755,SFLARE,1.0
bn230410218,SFLARE,1.0
bn230903012,SFLARE,1.0
bn230410576,SFLARE,1.0
bn230902288,SFLARE,1.0
bn230411428,SFLARE,1.0
bn140901462,SFL,1.0
bn160411025,SFL,1.0
bn130411290,SFLARE,1.0
bn130411298,SFLARE,1.0
bn130411425,SFLARE,1.0
bn150412020,SFLARE,1.0
bn110412157,SFLARE,1.0
bn120831174,SFL,1.0
bn230413444,SFLARE,1.0
bn150413482,SFL,1.0
bn120830070,SFLARE,1.0
bn110414225,SFL,1.0
bn220829681,SFLARE,1.0
bn230414976,SFLARE,1.0
bn230415127,SFLARE,1.0
bn220828983,SFLARE,1.0
bn230415223,SFLARE,1.0
bn220828766,SFLARE,1.0
bn140828561,SFLARE,1.0
bn140415282,SFLARE,1.0
bn150828793,SFLARE,1.0
bn110415577,SFLARE,1.0
bn210828249,SFLARE,1.0
bn140415413,SFLARE,1.0
bn220415550,SFLARE,1.0
bn160415046,SFLARE,1.0
bn140415559,SFLARE,1.0
bn150415847,SFLARE,1.0
bn150828476,SFLARE,1.0
bn220828190,SFLARE,1.0
bn150828345,SFLARE,1.0
bn140415749,SFLARE,1.0
bn140827950,SFLARE,1.0
bn160415394,SFLARE,1.0
bn170827636,SFLARE,1.0
bn150416377,SFLARE,1.0
bn150416387,SFLARE,1.0
bn220827723,SFLARE,1.0
bn220827661,SFLARE,1.0
bn220827639,SFLARE,1.0
bn140416278,SFLARE,1.0
bn220827532,SFLARE,1.0
bn140416344,SFLARE,1.0
bn220827385,SFLARE,1.0
bn220827257,SFLARE,1.0
bn230417273,SFLARE,1.0
bn150827019,SFLARE,1.0
bn220417141,SFLARE,1.0
bn150826877,SFLARE,1.0
bn220826666,SFLARE,1.0
bn230826909,SFLARE,1.0
bn150826806,SFLARE,1.0
bn220826509,SFLARE,1.0
bn220826453,SFLARE,1.0
bn150826485,SFLARE,1.0
bn150826416,SFLARE,1.0
bn220826059,SFLARE,1.0
bn230418228,SFLARE,1.0
bn140825841,SFLARE,1.0
bn220825861,SFLARE,1.0
bn220418130,SFLARE,1.0
bn140825625,SFLARE,1.0
bn160418015,SFL,1.0
bn160418023,SFLARE,1.0
bn140418534,SFLARE,1.0
bn140418547,SFLARE,1.0
bn150825436,SFLARE,1.0
bn150824946,SFLARE,1.0
bn150824911,SFLARE,1.0
bn220419200,SFL,1.0
bn140419307,SFLARE,1.0
bn230824772,SFLARE,1.0
bn220419410,SFLARE,1.0
bn150824651,SFLARE,1.0
bn230824662,SFLARE,1.0
bn140419521,SFLARE,1.0
bn150824313,SFLARE,1.0
bn220419865,SFL,1.0
bn220419942,SFLARE,1.0
bn220420050,SFLARE,1.0
bn170822816,SFLARE,1.0
bn210822429,SFLARE,1.0
bn150822891,SFLARE,1.0
bn150421435,SFLARE,1.0
bn150421494,SFLARE,1.0
bn220421535,SFLARE,1.0
bn140822266,SFLARE,1.0
bn150422095,SFLARE,1.0
bn130421669,SFLARE,1.0
bn140821792,SFLARE,1.0
bn130421776,SFLARE,1.0
bn110422577,SFLARE,1.0
bn220422558,SFLARE,1.0
bn130422435,SFL,1.0
bn230423277,SFLARE,1.0
bn120422871,SFLARE,1.0
bn130820061,SFLARE,1.0
bn130423181,SFL,1.0
bn130423487,SFLARE,1.0
bn130423563,SFL,1.0
bn130423629,SFLARE,1.0
bn130423636,SFLARE,1.0
bn130423885,SFLARE,1.0
bn120818972,SFLARE,1.0
bn130423976,SFLARE,1.0
bn130424014,SFLARE,1.0
bn230819566,SFLARE,1.0
bn120818567,SFLARE,1.0
bn120818440,SFLARE,1.0
bn220818938,SFLARE,1.0
bn140425014,SFLARE,1.0
bn220425166,SFLARE,1.0
bn120818041,SFLARE,1.0
bn150425524,SFL,1.0
bn220818422,SFLARE,1.0
bn120817717,SFLARE,1.0
bn130425353,SFLARE,1.0
bn220818119,SFLARE,1.0
bn130425946,SFLARE,1.0
bn220817344,SFLARE,1.0
bn230817596,SFLARE,1.0
bn230817315,SFLARE,1.0
bn220817023,SFLARE,1.0
bn130426502,SFLARE,1.0
bn220816888,SFLARE,1.0
bn230427467,SFLARE,1.0
bn220816006,SFLARE,1.0
bn220815910,SFL,1.0
bn220815703,SFLARE,1.0
bn220815608,SFLARE,1.0
bn230815594,SFLARE,1.0
bn130814704,SFL,1.0
bn230815131,SFLARE,1.0
bn130428663,SFLARE,1.0
bn220814583,SFL,1.0
bn220429306,SFL,1.0
bn230429959,SFLARE,1.0
bn220430823,SFLARE,1.0
bn130812443,SFLARE,1.0
bn140430985,SFLARE,1.0
bn100501067,SFLARE,1.0
bn220501344,SFL,1.0
bn230501603,SFLARE,1.0
bn130811893,SFL,1.0
bn120501194,SFLARE,1.0
bn110501973,SFLARE,1.0
bn230811796,SFLARE,1.0
bn130502210,SFLARE,1.0
bn220503065,SFLARE,1.0
bn230503393,SFLARE,1.0
bn230503445,SFLARE,1.0
bn230503575,SFLARE,1.0
bn220503557,SFL,1.0
bn230504121,SFLARE,1.0
bn150504181,SFLARE,1.0
bn130503698,SFL,1.0
bn220504011,SFLARE,1.0
bn160809028,SFLARE,1.0
bn110809346,SFLARE,1.0
bn110809334,SFLARE,1.0
bn110809187,SFLARE,1.0
bn220504816,SFLARE,1.0
bn120808311,SFL,1.0
bn150505123,SFLARE,1.0
bn150505131,SFLARE,1.0
