event_name,event_type
bn130117087,GRB
bn160314473,GRB
bn110302043,GRB
bn150412507,GRB
bn100616773,GRB
bn140113183,GRB
bn200404706,GRB
bn091231540,GRB
bn150215026,GRB
bn111127810,GRB
bn170918139,GRB
bn210531500,GRB
bn090908314,GRB
bn160822672,GRB
bn170810918,GRB
bn150724782,GRB
bn100223110,GRB
bn130504978,GRB
bn111226795,GRB
bn140610689,GRB
bn141207800,GRB
bn100503554,GRB
bn101208203,GRB
bn181120265,GRB
bn130906222,GRB
bn150527283,GRB
bn220915022,GRB
bn140516700,GRB
bn120603439,GRB
bn140824548,GRB
bn100517243,GRB
bn211217295,GRB
bn081012045,GRB
bn090904581,GRB
bn111124308,GRB
bn200714437,GRB
bn150510139,GRB
bn091220442,GRB
bn131230808,GRB
bn120415891,GRB
bn130626596,GRB
bn220903125,GRB
bn110729142,GRB
bn120111051,GRB
bn110722694,GRB
bn090411991,GRB
bn200306934,GRB
bn100719989,GRB
bn110626448,GRB
bn140406120,GRB
bn211221867,GRB
bn150729517,GRB
bn120213606,GRB
bn160728337,GRB
bn100423244,GRB
bn111216389,GRB
bn140402007,GRB
bn110119931,GRB
bn130829672,GRB
bn100919884,GRB
bn160220868,GRB
bn130628860,GRB
bn110706202,GRB
bn191031025,GRB
bn160731024,GRB
bn090429753,GRB
bn110517573,GRB
bn170318644,GRB
bn140610548,GRB
bn120806007,GRB
bn121122870,GRB
bn170818137,GRB
bn160827616,GRB
bn160102500,GRB
bn160107931,GRB
bn200924235,GRB
bn220702569,GRB
bn200722094,GRB
bn120528442,GRB
bn230811385,GRB
bn150923995,GRB
bn210715866,GRB
bn170726794,GRB
bn190719499,GRB
bn221013029,GRB
bn110625881,GRB
bn130217688,GRB
bn151229486,GRB
bn160625945,GRB
bn160625952,GRB
bn140818229,GRB
bn150203173,GRB
bn100924165,GRB
bn120412920,GRB
bn110706977,GRB
bn200920831,GRB
bn230408442,GRB
bn120624309,GRB
bn170916700,GRB
bn170912985,GRB
bn140219824,GRB
bn090807832,GRB
bn191117637,GRB
bn111105457,GRB
bn161214722,GRB
bn161014522,GRB
bn200301320,GRB
bn150506398,GRB
bn081216531,GRB
bn110102788,GRB
bn150721242,GRB
bn210927031,GRB
bn101127093,GRB
bn151228949,GRB
bn130318456,GRB
bn131110373,GRB
bn150326521,GRB
bn141221338,GRB
bn080714086,GRB
bn120227391,GRB
bn121211695,GRB
bn150619287,GRB
bn100414097,GRB
bn101207536,GRB
bn110529262,GRB
bn080725541,GRB
bn120624933,GRB
bn110415541,GRB
bn091202219,GRB
bn201214672,GRB
bn170607971,GRB
bn210711432,GRB
bn150208573,GRB
bn160223072,GRB
bn190202069,GRB
bn220804089,GRB
bn100522157,GRB
bn120130906,GRB
bn200227306,GRB
bn090301315,GRB
bn170307851,GRB
bn120716712,GRB
bn210626991,GRB
bn101112984,GRB
bn131108862,GRB
bn090703329,GRB
bn120302722,GRB
bn230312812,GRB
bn170329387,GRB
bn200706633,GRB
bn100417789,GRB
bn080715950,GRB
bn160804065,GRB
bn101211485,GRB
bn210306397,GRB
bn120224898,GRB
bn230830792,GRB
bn190323879,GRB
bn230614424,GRB
bn220521972,GRB
bn130702951,GRB
bn110926107,GRB
bn200219998,GRB
bn160806584,GRB
bn130623699,GRB
bn120420858,GRB
bn140720280,GRB
bn130307238,GRB
bn151001628,GRB
bn141208038,GRB
bn221025040,GRB
bn161005977,GRB
bn210824174,GRB
bn140723499,GRB
bn210601724,GRB
bn130515755,GRB
bn091103912,GRB
bn160104475,GRB
bn150131335,GRB
bn151219567,GRB
bn130624093,GRB
bn110601681,GRB
bn090428552,GRB
bn160113398,GRB
bn180205184,GRB
bn220905433,GRB
bn230608468,GRB
bn141230834,GRB
bn100313509,GRB
bn110531448,GRB
bn091201089,GRB
bn140112060,GRB
bn091005679,GRB
bn130219626,GRB
bn150210935,GRB
bn180620354,GRB
bn191108003,GRB
bn130606316,GRB
bn170120471,GRB
bn120608777,GRB
bn210204270,GRB
bn200215611,GRB
bn180410336,GRB
bn141004973,GRB
bn170816599,GRB
bn190719624,GRB
bn120609580,GRB
bn100713980,GRB
bn160125368,GRB
bn100905907,GRB
bn171230048,GRB
bn220514517,GRB
bn100206563,GRB
bn181228120,GRB
bn210706346,GRB
bn091123081,GRB
bn130215063,GRB
bn220520876,GRB
bn110412315,GRB
bn150901924,GRB
bn140821997,GRB
bn140406144,GRB
bn140517813,GRB
bn161012416,GRB
bn120512112,GRB
bn160216801,GRB
bn100612545,GRB
bn090530760,GRB
bn140414693,GRB
bn130912358,GRB
bn220501828,GRB
bn121104627,GRB
bn121102064,GRB
bn210512789,GRB
bn090925389,GRB
bn170722525,GRB
bn210610827,GRB
bn090626707,GRB
bn210615892,GRB
bn100116897,GRB
bn150716552,GRB
bn210610628,GRB
bn111228453,GRB
bn170206453,GRB
bn121012724,GRB
bn170530581,GRB
bn140828288,GRB
bn130216927,GRB
bn150605782,GRB
bn100621529,GRB
bn210725048,GRB
bn130720116,GRB
bn221023862,GRB
bn100225249,GRB
bn210326057,GRB
bn191001279,GRB
bn140122597,GRB
bn140729026,GRB
bn210120299,GRB
bn110825102,GRB
bn101015558,GRB
bn090915650,GRB
bn160131174,GRB
bn220617772,GRB
bn100111176,GRB
bn210903021,GRB
bn100228544,GRB
bn210323502,GRB
bn110307972,GRB
bn090617208,GRB
bn160406023,GRB
bn161207813,GRB
bn170228773,GRB
bn130116415,GRB
bn130702004,GRB
bn100413732,GRB
bn100811108,GRB
bn110227229,GRB
bn180728882,GRB
bn100210101,GRB
bn150717795,GRB
bn230129542,GRB
bn120727681,GRB
bn220525008,GRB
bn160727971,GRB
bn110228792,GRB
bn100131730,GRB
bn190716019,GRB
bn201216963,GRB
bn120122300,GRB
bn240109168,GRB
bn110220761,GRB
bn220624124,GRB
bn130612141,GRB
bn120415076,GRB
bn220117199,GRB
bn090424592,GRB
bn211225014,GRB
bn091208410,GRB
bn200228469,GRB
bn120905657,GRB
bn150728151,GRB
bn150802207,GRB
bn231020900,GRB
bn100709602,GRB
bn210405351,GRB
bn190415173,GRB
bn160106948,GRB
bn160423066,GRB
bn120830702,GRB
bn091215234,GRB
bn191202867,GRB
bn161012214,GRB
bn130522510,GRB
bn120824594,GRB
bn101231067,GRB
bn110906302,GRB
bn090629543,GRB
bn090612619,GRB
bn220511571,GRB
bn121210081,GRB
bn221014021,GRB
bn141122956,GRB
bn140328560,GRB
bn171002969,GRB
bn141213300,GRB
bn181226600,GRB
bn090423330,GRB
bn131212814,GRB
bn140113624,GRB
bn091224373,GRB
bn230514996,GRB
bn111228657,GRB
bn170705115,GRB
bn150226948,GRB
bn170403583,GRB
bn100502356,GRB
bn100814351,GRB
bn120430980,GRB
bn180210517,GRB
bn100719825,GRB
bn100228873,GRB
bn100516396,GRB
bn100101988,GRB
bn150110433,GRB
bn180116026,GRB
bn140105748,GRB
bn210620666,GRB
bn130109206,GRB
bn150131951,GRB
bn110622158,GRB
bn200216564,GRB
bn201120402,GRB
bn100717446,GRB
bn231222310,GRB
bn230802285,GRB
bn210406949,GRB
bn090522344,GRB
bn150201040,GRB
bn141118678,GRB
bn220826431,GRB
bn221009553,GRB
bn100527795,GRB
bn170708046,GRB
bn100301223,GRB
bn110428338,GRB
bn220107793,GRB
bn150721431,GRB
bn110728056,GRB
bn150412931,GRB
bn160308709,GRB
bn100625891,GRB
bn140224382,GRB
bn190406450,GRB
bn140917512,GRB
bn201223173,GRB
bn100608382,GRB
bn090907808,GRB
bn170325331,GRB
bn230806217,GRB
bn120519721,GRB
bn190330694,GRB
bn100130777,GRB
bn150705009,GRB
bn231028173,GRB
bn150922718,GRB
bn170826369,GRB
bn240125867,GRB
bn210912522,GRB
bn220516525,GRB
bn150810485,GRB
bn100318611,GRB
bn090131090,GRB
bn131202906,GRB
bn121223300,GRB
bn081110601,GRB
bn131014513,GRB
bn220325879,GRB
bn160519677,GRB
bn100410356,GRB
bn191015327,GRB
bn091030828,GRB
bn110820476,GRB
bn200809255,GRB
bn101213451,GRB
bn090811696,GRB
bn230803642,GRB
bn100513879,GRB
bn210731092,GRB
bn181016718,GRB
bn140621827,GRB
bn101107011,GRB
bn220613395,GRB
bn120814201,GRB
bn171120556,GRB
bn150226223,GRB
bn090712160,GRB
bn130115716,GRB
bn210928761,GRB
bn141102779,GRB
bn090704242,GRB
bn160929529,GRB
bn120328268,GRB
bn081229675,GRB
bn210429658,GRB
bn220118764,GRB
bn200212451,GRB
bn160917921,GRB
bn151024179,GRB
bn090717111,GRB
bn130307126,GRB
bn111117510,GRB
bn141229911,GRB
bn131018673,GRB
bn110709463,GRB
bn211229145,GRB
bn220421346,GRB
bn091221870,GRB
bn091030613,GRB
bn150715136,GRB
bn120327418,GRB
bn120312671,GRB
bn110904531,GRB
bn150614073,GRB
bn121202181,GRB
bn180113011,GRB
bn140715231,GRB
bn140819160,GRB
bn130609129,GRB
bn180806944,GRB
bn171210493,GRB
bn130622615,GRB
bn240112734,GRB
bn220608317,GRB
bn140501139,GRB
bn220711761,GRB
bn130416690,GRB
bn210422573,GRB
bn120102095,GRB
bn180418281,GRB
bn160820496,GRB
bn140523129,GRB
bn110629174,GRB
bn210724105,GRB
bn141029134,GRB
bn150612702,GRB
bn120727354,GRB
bn100915243,GRB
bn221231907,GRB
bn131217183,GRB
bn130530719,GRB
bn210323918,GRB
bn121005340,GRB
bn090112729,GRB
bn190312446,GRB
bn091017861,GRB
bn220617673,GRB
bn140831215,GRB
bn170522657,GRB
bn090704783,GRB
bn120205285,GRB
bn140603476,GRB
bn130104721,GRB
bn091023021,GRB
bn230521211,GRB
bn110331604,GRB
bn160330827,GRB
bn220308233,GRB
bn141208632,GRB
bn140807500,GRB
bn120222021,GRB
bn100816026,GRB
bn101130074,GRB
bn090708152,GRB
bn081226156,GRB
bn100406758,GRB
bn110401920,GRB
bn171011810,GRB
bn150120685,GRB
bn120913846,GRB
bn100515467,GRB
bn150724398,GRB
bn090820027,GRB
bn210731367,GRB
bn150804806,GRB
bn101220864,GRB
bn190828542,GRB
bn090902462,GRB
bn100804104,GRB
bn140427702,GRB
bn100208386,GRB
bn110213876,GRB
bn230510890,GRB
bn140810782,GRB
bn190331093,GRB
bn180823442,GRB
bn170504734,GRB
bn130427324,GRB
bn170306130,GRB
bn150128791,GRB
bn180120207,GRB
bn100629801,GRB
bn100528075,GRB
bn130528503,GRB
bn200325620,GRB
bn211211549,GRB
bn130828808,GRB
bn180103090,GRB
bn110123804,GRB
bn150319271,GRB
bn110128073,GRB
bn161125931,GRB
bn230728118,GRB
bn130610133,GRB
bn170222209,GRB
bn130828306,GRB
bn160513962,GRB
bn141226880,GRB
bn150411026,GRB
bn210225218,GRB
bn150226545,GRB
bn230527290,GRB
bn150618674,GRB
bn111201599,GRB
bn220715691,GRB
bn110705364,GRB
bn151231568,GRB
bn111112908,GRB
bn230209939,GRB
bn200110518,GRB
bn220321282,GRB
bn171108656,GRB
bn141105406,GRB
bn190515190,GRB
bn120427054,GRB
bn170302166,GRB
bn110301214,GRB
bn100211440,GRB
bn170714049,GRB
bn130331566,GRB
bn160624477,GRB
bn200716957,GRB
bn120302080,GRB
bn120323507,GRB
bn130523095,GRB
bn130106829,GRB
bn140109771,GRB
bn240118075,GRB
bn230321182,GRB
bn180804909,GRB
bn180123820,GRB
bn081119184,GRB
bn180524920,GRB
bn100315361,GRB
bn121211574,GRB
bn180528465,GRB
bn161015710,GRB
bn090610883,GRB
bn210802839,GRB
bn100829876,GRB
bn240101540,GRB
bn090730608,GRB
bn210915530,GRB
bn131217108,GRB
bn120109824,GRB
bn180204109,GRB
bn151030999,GRB
bn200607362,GRB
bn151126293,GRB
bn181027076,GRB
bn170911267,GRB
bn140801792,GRB
bn220912963,GRB
bn200630980,GRB
bn130612456,GRB
bn100530737,GRB
bn140825328,GRB
bn230805475,GRB
bn160519012,GRB
bn140126815,GRB
bn090419997,GRB
bn131128629,GRB
bn201231447,GRB
bn190304371,GRB
bn201020241,GRB
bn140216331,GRB
bn181121307,GRB
bn100302061,GRB
bn091126389,GRB
bn140227738,GRB
bn140628704,GRB
bn150609316,GRB
bn110706728,GRB
bn130220964,GRB
bn220101215,GRB
bn211129410,GRB
bn150923297,GRB
bn160323293,GRB
bn140606133,GRB
bn180305393,GRB
bn141220252,GRB
bn161129300,GRB
bn090529310,GRB
bn100212550,GRB
bn160406503,GRB
bn170929513,GRB
bn180219482,GRB
bn230201060,GRB
bn110413938,GRB
bn110217591,GRB
bn140209313,GRB
bn210127268,GRB
bn150110923,GRB
bn150127935,GRB
bn120217904,GRB
bn090528516,GRB
bn101225377,GRB
bn081206275,GRB
bn140516765,GRB
bn230110649,GRB
bn100307928,GRB
bn190504678,GRB
bn221024542,GRB
bn090102122,GRB
bn120814803,GRB
bn140404171,GRB
bn081223419,GRB
bn150622393,GRB
bn110304071,GRB
bn170511249,GRB
bn100929315,GRB
bn130808253,GRB
bn131122490,GRB
bn090113778,GRB
bn090328713,GRB
bn141030746,GRB
bn160223416,GRB
bn111230683,GRB
bn111203054,GRB
bn140304557,GRB
bn121221916,GRB
bn100831651,GRB
bn110831282,GRB
bn160219673,GRB
bn141225959,GRB
bn210619999,GRB
bn131108024,GRB
bn131127696,GRB
bn200531119,GRB
bn150120123,GRB
bn100225703,GRB
bn090802235,GRB
bn090126227,GRB
bn220107615,GRB
bn220807581,GRB
bn100805300,GRB
bn150928359,GRB
bn110311812,GRB
bn110928180,GRB
bn111231622,GRB
bn181122381,GRB
bn140519043,GRB
bn230510503,GRB
bn101224614,GRB
bn160721806,GRB
bn220713691,GRB
bn110813237,GRB
bn120612680,GRB
bn210305794,GRB
bn110101506,GRB
bn240129632,GRB
bn171215705,GRB
bn160318342,GRB
bn120703417,GRB
bn140429975,GRB
bn150208929,GRB
bn090207777,GRB
bn200915144,GRB
bn170903534,GRB
bn171124235,GRB
bn120520949,GRB
bn151227218,GRB
bn090610648,GRB
bn190530430,GRB
bn120120432,GRB
bn100216422,GRB
bn130623130,GRB
bn160407673,GRB
bn171222684,GRB
bn170928607,GRB
bn151205657,GRB
bn110226989,GRB
bn140827763,GRB
bn110904124,GRB
bn140610487,GRB
bn130623790,GRB
bn141005217,GRB
bn160508290,GRB
bn201216792,GRB
bn110124784,GRB
bn110921577,GRB
bn230606010,GRB
bn110101202,GRB
bn091003191,GRB
bn120916173,GRB
bn151222340,GRB
bn090228976,GRB
bn150101270,GRB
bn090726218,GRB
bn120702891,GRB
bn120217808,GRB
bn210518889,GRB
bn101008697,GRB
bn181119606,GRB
bn160816730,GRB
bn091112928,GRB
bn100621452,GRB
bn210308276,GRB
bn181121401,GRB
bn150325696,GRB
bn210424694,GRB
bn100219026,GRB
bn141205337,GRB
bn191017391,GRB
bn190109217,GRB
bn200506404,GRB
bn160628136,GRB
bn110130230,GRB
bn091209001,GRB
bn120509619,GRB
bn150323395,GRB
bn240317454,GRB
bn230512269,GRB
bn140124527,GRB
bn121125469,GRB
bn081105614,GRB
bn180504136,GRB
bn160102936,GRB
bn110920338,GRB
bn140626843,GRB
bn190531568,GRB
bn140521184,GRB
bn171017823,GRB
bn091107635,GRB
bn150211239,GRB
bn201231622,GRB
bn160910722,GRB
bn161227498,GRB
bn180715087,GRB
bn130924910,GRB
bn181020424,GRB
bn151211672,GRB
bn201008754,GRB
bn180818520,GRB
bn101112924,GRB
bn160228034,GRB
bn201104622,GRB
bn140224788,GRB
bn090428441,GRB
bn100923844,GRB
bn150819440,GRB
bn161121186,GRB
bn170723882,GRB
bn230718188,GRB
bn081122520,GRB
bn120105584,GRB
bn110705151,GRB
bn141222691,GRB
bn151022577,GRB
bn220310933,GRB
bn140714268,GRB
bn190427190,GRB
bn110916016,GRB
bn090422150,GRB
bn120713226,GRB
bn111208353,GRB
bn080802386,GRB
bn240205662,GRB
bn130219775,GRB
bn100614498,GRB
bn150917148,GRB
bn230818977,GRB
bn110709642,GRB
bn130118482,GRB
bn100525744,GRB
bn121011469,GRB
bn230621990,GRB
bn160804775,GRB
bn120224282,GRB
bn100718796,GRB
bn120605453,GRB
bn210915630,GRB
bn220114168,GRB
bn170403707,GRB
bn111010709,GRB
bn130204484,GRB
bn220316476,GRB
bn110107886,GRB
bn150502435,GRB
bn110903009,GRB
bn201221963,GRB
bn160623209,GRB
bn091109895,GRB
bn100902990,GRB
bn160821857,GRB
bn171025213,GRB
bn231203831,GRB
bn130517781,GRB
bn221206516,GRB
bn170710340,GRB
bn201127147,GRB
bn230225460,GRB
bn100609783,GRB
bn130406354,GRB
bn171007498,GRB
bn141111435,GRB
bn110422029,GRB
bn230430325,GRB
bn110328520,GRB
bn161017745,GRB
bn221120895,GRB
bn131217506,GRB
bn140501497,GRB
bn210924960,GRB
bn200915846,GRB
bn100424876,GRB
bn151118554,GRB
bn211120962,GRB
bn101010190,GRB
bn160922856,GRB
bn140416060,GRB
bn101027230,GRB
bn111010237,GRB
bn140831374,GRB
bn130409960,GRB
bn190202234,GRB
bn090817036,GRB
bn130407800,GRB
bn131024900,GRB
bn230902615,GRB
bn201029847,GRB
bn230228244,GRB
bn210402920,GRB
bn230506531,GRB
bn140218427,GRB
bn110609185,GRB
bn111109873,GRB
bn221029045,GRB
bn101025267,GRB
bn230409626,GRB
bn121117018,GRB
bn190913155,GRB
bn140703026,GRB
bn230506715,GRB
bn130716352,GRB
bn210410037,GRB
bn081130212,GRB
bn190123513,GRB
bn151107851,GRB
bn160314929,GRB
bn101224227,GRB
bn090814950,GRB
bn101101744,GRB
bn200613229,GRB
bn141031257,GRB
bn090108020,GRB
bn210618072,GRB
bn201008443,GRB
bn101220576,GRB
bn120703498,GRB
bn160917479,GRB
bn121122564,GRB
bn140907672,GRB
bn150703259,GRB
bn130314147,GRB
bn140508128,GRB
bn220702842,GRB
bn120504468,GRB
bn221215177,GRB
bn100706693,GRB
bn110106893,GRB
bn100328141,GRB
bn220408240,GRB
bn211120548,GRB
bn160119072,GRB
bn090403314,GRB
bn110517902,GRB
bn090529564,GRB
bn191008297,GRB
bn101021063,GRB
bn130705398,GRB
bn160718975,GRB
bn130518580,GRB
bn170614486,GRB
bn230703954,GRB
bn110117364,GRB
bn210620204,GRB
bn191031891,GRB
bn161205561,GRB
bn140630505,GRB
bn230812790,GRB
bn100802240,GRB
bn170711931,GRB
bn220424481,GRB
bn120118898,GRB
bn100411516,GRB
bn190122305,GRB
bn121122885,GRB
bn101223834,GRB
bn121220311,GRB
bn131029973,GRB
bn110710954,GRB
bn131125689,GRB
bn140928100,GRB
bn130919352,GRB
bn190411579,GRB
bn120226871,GRB
bn081126899,GRB
bn150710646,GRB
bn150707124,GRB
bn140502354,GRB
bn140306146,GRB
bn130623396,GRB
bn210504959,GRB
bn140808038,GRB
bn110213220,GRB
bn110522296,GRB
bn120819048,GRB
bn130206482,GRB
bn100212588,GRB
bn140906175,GRB
bn121124606,GRB
bn130815420,GRB
bn210413991,GRB
bn210518545,GRB
bn140620219,GRB
bn090320801,GRB
bn140423356,GRB
bn120729456,GRB
bn150330828,GRB
bn160518985,GRB
bn140219319,GRB
bn170817908,GRB
bn170219002,GRB
bn221018459,GRB
bn140105065,GRB
bn150323712,GRB
bn120427153,GRB
bn160804180,GRB
bn100417166,GRB
bn200903031,GRB
bn110421757,GRB
bn240308268,GRB
bn130208684,GRB
bn200605762,GRB
bn090831317,GRB
bn091020900,GRB
bn120625119,GRB
bn131020113,GRB
bn100714672,GRB
bn140709051,GRB
bn210125369,GRB
bn180110608,GRB
bn090511684,GRB
bn200303107,GRB
bn170306588,GRB
bn171207055,GRB
bn090109332,GRB
bn230613373,GRB
bn161217128,GRB
bn130305486,GRB
bn130112286,GRB
bn120226447,GRB
bn231028935,GRB
bn160206430,GRB
bn110605183,GRB
bn220624316,GRB
bn220401429,GRB
bn140311885,GRB
bn120101354,GRB
bn090815946,GRB
bn150416773,GRB
bn181127274,GRB
bn200109074,GRB
bn200323006,GRB
bn090902401,GRB
bn190611950,GRB
bn150316400,GRB
bn220507423,GRB
bn160512536,GRB
bn231106981,GRB
bn160211119,GRB
bn090815438,GRB
bn200623138,GRB
bn190311600,GRB
bn131126163,GRB
bn200924284,GRB
bn130304410,GRB
bn140608713,GRB
bn090909487,GRB
bn170310417,GRB
bn230321100,GRB
bn081215784,GRB
bn171102107,GRB
bn141202470,GRB
bn121128212,GRB
bn090429530,GRB
bn161022114,GRB
bn130420539,GRB
bn230827256,GRB
bn190601325,GRB
bn091223511,GRB
bn120522361,GRB
bn130228111,GRB
bn151014592,GRB
bn220618382,GRB
bn120308588,GRB
bn160101215,GRB
bn230904853,GRB
bn230805684,GRB
bn130925546,GRB
bn121125356,GRB
bn220829610,GRB
bn110522256,GRB
bn100906576,GRB
bn101204343,GRB
bn170207906,GRB
bn210827416,GRB
bn140829880,GRB
bn201228640,GRB
bn170428136,GRB
bn100722291,GRB
bn081113230,GRB
bn130813791,GRB
bn210501940,GRB
bn120616630,GRB
bn170626401,GRB
bn130706900,GRB
bn130404877,GRB
bn170511477,GRB
bn200619108,GRB
bn210421455,GRB
bn091024372,GRB
bn091024380,GRB
bn081229187,GRB
bn160303201,GRB
bn140705539,GRB
bn090306245,GRB
bn140716306,GRB
bn120114681,GRB
bn170921168,GRB
bn210704815,GRB
bn100519204,GRB
bn231123832,GRB
bn150206407,GRB
bn150530488,GRB
bn160912674,GRB
bn140930134,GRB
bn130818941,GRB
bn210226197,GRB
bn231215408,GRB
bn140727748,GRB
bn221004622,GRB
bn161115745,GRB
bn231230062,GRB
bn140817293,GRB
bn200528436,GRB
bn161015400,GRB
bn151212064,GRB
bn120926335,GRB
bn120206949,GRB
bn101202154,GRB
bn150202999,GRB
bn120130938,GRB
bn150522944,GRB
bn100506653,GRB
bn140824606,GRB
bn220620016,GRB
bn140108721,GRB
bn120715066,GRB
bn090814368,GRB
bn110903111,GRB
bn100911816,GRB
bn200211813,GRB
bn150512432,GRB
bn090219074,GRB
bn120129580,GRB
bn130215649,GRB
bn120716577,GRB
bn130420313,GRB
bn140912664,GRB
bn090107681,GRB
bn101119685,GRB
bn140713780,GRB
bn220523558,GRB
bn130224370,GRB
bn160118060,GRB
bn090824918,GRB
bn121113544,GRB
bn141126233,GRB
bn130630272,GRB
bn210306162,GRB
bn091106762,GRB
bn170315582,GRB
bn100304004,GRB
bn230430196,GRB
bn160316573,GRB
bn211018505,GRB
bn190222537,GRB
bn200524211,GRB
bn090225009,GRB
bn130831058,GRB
bn210227115,GRB
bn090620400,GRB
bn201004365,GRB
bn130620498,GRB
bn110402009,GRB
bn120415958,GRB
bn100714686,GRB
bn100410740,GRB
bn151027166,GRB
bn080809808,GRB
bn221110619,GRB
bn090912660,GRB
bn190406465,GRB
bn170111760,GRB
bn200412381,GRB
bn161109263,GRB
bn220210998,GRB
bn090621185,GRB
bn130325005,GRB
bn191019469,GRB
bn121019233,GRB
bn180102660,GRB
bn100811781,GRB
bn100929235,GRB
bn120811649,GRB
bn160821937,GRB
bn141026742,GRB
bn140204547,GRB
bn110722710,GRB
bn160421137,GRB
bn140311618,GRB
bn161210524,GRB
bn130716442,GRB
bn191130253,GRB
bn120911298,GRB
bn150128624,GRB
bn121118576,GRB
bn130106995,GRB
bn081209981,GRB
bn140709637,GRB
bn190109497,GRB
bn151009949,GRB
bn220823618,GRB
bn160714097,GRB
bn150314205,GRB
bn170131969,GRB
bn090709630,GRB
bn131230529,GRB
bn110112934,GRB
bn210104477,GRB
bn110428388,GRB
bn130725527,GRB
bn140110814,GRB
bn201006054,GRB
bn150828333,GRB
bn151227072,GRB
bn180706351,GRB
bn110221244,GRB
bn151212030,GRB
bn220311690,GRB
bn230826814,GRB
bn111018595,GRB
bn130408653,GRB
bn200609380,GRB
bn110919634,GRB
bn140725583,GRB
bn201017407,GRB
bn140206304,GRB
bn180411519,GRB
bn210820004,GRB
bn111012811,GRB
bn200122221,GRB
bn190613172,GRB
bn120915000,GRB
bn140521732,GRB
bn150506630,GRB
bn200906550,GRB
bn110529034,GRB
bn110430375,GRB
bn111012456,GRB
bn090425377,GRB
bn140428906,GRB
bn161212652,GRB
bn131215298,GRB
bn150607330,GRB
bn180113116,GRB
bn230320884,GRB
bn150320462,GRB
bn160317385,GRB
bn090621922,GRB
bn111222619,GRB
bn200530031,GRB
bn120326056,GRB
bn160201883,GRB
bn230525449,GRB
bn150428305,GRB
bn130615398,GRB
bn231115650,GRB
bn210730207,GRB
bn230916144,GRB
bn170728961,GRB
bn180427442,GRB
bn240209263,GRB
bn081207680,GRB
bn151006413,GRB
bn211118985,GRB
bn130502327,GRB
bn160408268,GRB
bn201223749,GRB
bn160924253,GRB
bn220306761,GRB
bn091115177,GRB
bn220324110,GRB
bn150919606,GRB
bn100827455,GRB
bn091219462,GRB
bn131028076,GRB
bn090910812,GRB
bn200829582,GRB
bn140809133,GRB
bn140508629,GRB
bn131209963,GRB
bn110131780,GRB
bn140308710,GRB
bn220209959,GRB
bn150912600,GRB
bn180618030,GRB
bn180515814,GRB
bn160720767,GRB
bn090922539,GRB
bn090305052,GRB
bn160815299,GRB
bn230913331,GRB
bn180812349,GRB
bn110610640,GRB
bn120513531,GRB
bn190323179,GRB
bn081224887,GRB
bn111005398,GRB
bn120618128,GRB
bn100724029,GRB
bn230116575,GRB
bn160509374,GRB
bn091223191,GRB
bn210406716,GRB
bn140217043,GRB
bn100725475,GRB
bn160629930,GRB
bn091230712,GRB
bn141124277,GRB
bn090618353,GRB
bn150828901,GRB
bn120530121,GRB
bn140404030,GRB
bn160521385,GRB
bn141109447,GRB
bn230328621,GRB
bn141113346,GRB
bn091019750,GRB
bn120822628,GRB
bn150824125,GRB
bn140623224,GRB
bn111018785,GRB
bn210927996,GRB
bn140319964,GRB
bn131002288,GRB
bn201026943,GRB
bn231104075,GRB
bn210909447,GRB
bn220915400,GRB
bn160815490,GRB
bn211023546,GRB
bn230405627,GRB
bn150309958,GRB
bn210624041,GRB
bn091012783,GRB
bn130528695,GRB
bn090813174,GRB
bn110201399,GRB
bn220403863,GRB
bn140912846,TGF
bn140630748,TGF
bn170909434,TGF
bn100911473,TGF
bn190105022,TGF
bn180724548,TGF
bn130820401,TGF
bn201025784,TGF
bn140804347,TGF
bn180417162,TGF
bn200202897,TGF
bn230623782,TGF
bn160311670,TGF
bn111121424,TGF
bn161014981,TGF
bn120605851,TGF
bn120312139,TGF
bn220904222,TGF
bn180814995,TGF
bn240221917,TGF
bn100927599,TGF
bn211106362,TGF
bn101230452,TGF
bn170316801,TGF
bn211201765,TGF
bn140603720,TGF
bn120809447,TGF
bn150413702,TGF
bn231018389,TGF
bn160501904,TGF
bn180622923,TGF
bn130510430,TGF
bn091211599,TGF
bn161213977,TGF
bn120602615,TGF
bn210503456,TGF
bn131128714,TGF
bn180907966,TGF
bn160902121,TGF
bn201125415,TGF
bn121206588,TGF
bn180220385,TGF
bn220924352,TGF
bn230801655,TGF
bn101206347,TGF
bn140515334,TGF
bn220219401,TGF
bn171113741,TGF
bn110625403,TGF
bn150625242,TGF
bn230111190,TGF
bn240330274,TGF
bn200614021,TGF
bn191211139,TGF
bn200226521,TGF
bn230103836,TGF
bn111119856,TGF
bn111121780,TGF
bn120827282,TGF
bn180923900,TGF
bn190508107,TGF
bn110212898,TGF
bn111126752,TGF
bn200221697,TGF
bn170717676,TGF
bn210628068,TGF
bn120708971,TGF
bn200312245,TGF
bn170130027,TGF
bn110929614,TGF
bn110928729,TGF
bn171124565,TGF
bn110918187,TGF
bn210214860,TGF
bn190517095,TGF
bn170509445,TGF
bn120818925,TGF
bn131017410,TGF
bn211106744,TGF
bn161104977,TGF
bn150714960,TGF
bn100928901,TGF
bn171119681,TGF
bn121012241,TGF
bn170424681,TGF
bn150209374,TGF
bn160711992,TGF
